Record_ID,H2_Tminus2,CH4_Tminus2,C2H6_Tminus2,C2H4_Tminus2,C2H2_Tminus2,CO_Tminus2,CO2_Tminus2,BDV_Tminus2,Moisture_PPM_Tminus2,WTI_HV_Tminus2,WTI_LV_Tminus2,OTI_Tminus2,Loading_pct_Tminus2,Ambient_Temp_Tminus2,Age_Years_Tminus2,IR_HV_E_1min_Tminus2,IR_LV_E_1min_Tminus2,IR_TV_E_1min_Tminus2,IR_HV_E_10min_Tminus2,IR_LV_E_10min_Tminus2,IR_TV_E_10min_Tminus2,PI_HV_Tminus2,PI_LV_Tminus2,PI_TV_Tminus2,Winding_HV_TanDelta_pct_Tminus2,Winding_LV_TanDelta_pct_Tminus2,Winding_TV_TanDelta_pct_Tminus2,Winding_HV_CapChange_pct_Tminus2,Winding_LV_CapChange_pct_Tminus2,Winding_TV_CapChange_pct_Tminus2,Bushing_HV_R_TanDelta_pct_Tminus2,Bushing_HV_Y_TanDelta_pct_Tminus2,Bushing_HV_B_TanDelta_pct_Tminus2,Bushing_HV_R_CapChange_pct_Tminus2,Bushing_HV_Y_CapChange_pct_Tminus2,Bushing_HV_B_CapChange_pct_Tminus2,Bushing_LV_R_TanDelta_pct_Tminus2,Bushing_LV_Y_TanDelta_pct_Tminus2,Bushing_LV_B_TanDelta_pct_Tminus2,Bushing_LV_R_CapChange_pct_Tminus2,Bushing_LV_Y_CapChange_pct_Tminus2,Bushing_LV_B_CapChange_pct_Tminus2,Bushing_TV_R_TanDelta_pct_Tminus2,Bushing_TV_Y_TanDelta_pct_Tminus2,Bushing_TV_B_TanDelta_pct_Tminus2,Bushing_TV_R_CapChange_pct_Tminus2,Bushing_TV_Y_CapChange_pct_Tminus2,Bushing_TV_B_CapChange_pct_Tminus2,H2_Tminus1,CH4_Tminus1,C2H6_Tminus1,C2H4_Tminus1,C2H2_Tminus1,CO_Tminus1,CO2_Tminus1,BDV_Tminus1,Moisture_PPM_Tminus1,WTI_HV_Tminus1,WTI_LV_Tminus1,OTI_Tminus1,Loading_pct_Tminus1,Ambient_Temp_Tminus1,Age_Years_Tminus1,IR_HV_E_1min_Tminus1,IR_LV_E_1min_Tminus1,IR_TV_E_1min_Tminus1,IR_HV_E_10min_Tminus1,IR_LV_E_10min_Tminus1,IR_TV_E_10min_Tminus1,PI_HV_Tminus1,PI_LV_Tminus1,PI_TV_Tminus1,Winding_HV_TanDelta_pct_Tminus1,Winding_LV_TanDelta_pct_Tminus1,Winding_TV_TanDelta_pct_Tminus1,Winding_HV_CapChange_pct_Tminus1,Winding_LV_CapChange_pct_Tminus1,Winding_TV_CapChange_pct_Tminus1,Bushing_HV_R_TanDelta_pct_Tminus1,Bushing_HV_Y_TanDelta_pct_Tminus1,Bushing_HV_B_TanDelta_pct_Tminus1,Bushing_HV_R_CapChange_pct_Tminus1,Bushing_HV_Y_CapChange_pct_Tminus1,Bushing_HV_B_CapChange_pct_Tminus1,Bushing_LV_R_TanDelta_pct_Tminus1,Bushing_LV_Y_TanDelta_pct_Tminus1,Bushing_LV_B_TanDelta_pct_Tminus1,Bushing_LV_R_CapChange_pct_Tminus1,Bushing_LV_Y_CapChange_pct_Tminus1,Bushing_LV_B_CapChange_pct_Tminus1,Bushing_TV_R_TanDelta_pct_Tminus1,Bushing_TV_Y_TanDelta_pct_Tminus1,Bushing_TV_B_TanDelta_pct_Tminus1,Bushing_TV_R_CapChange_pct_Tminus1,Bushing_TV_Y_CapChange_pct_Tminus1,Bushing_TV_B_CapChange_pct_Tminus1,H2_T0_Current,CH4_T0_Current,C2H6_T0_Current,C2H4_T0_Current,C2H2_T0_Current,CO_T0_Current,CO2_T0_Current,BDV_T0_Current,Moisture_PPM_T0_Current,WTI_HV_T0_Current,WTI_LV_T0_Current,OTI_T0_Current,Loading_pct_T0_Current,Ambient_Temp_T0_Current,Age_Years_T0_Current,IR_HV_E_1min_T0_Current,IR_LV_E_1min_T0_Current,IR_TV_E_1min_T0_Current,IR_HV_E_10min_T0_Current,IR_LV_E_10min_T0_Current,IR_TV_E_10min_T0_Current,PI_HV_T0_Current,PI_LV_T0_Current,PI_TV_T0_Current,Winding_HV_TanDelta_pct_T0_Current,Winding_LV_TanDelta_pct_T0_Current,Winding_TV_TanDelta_pct_T0_Current,Winding_HV_CapChange_pct_T0_Current,Winding_LV_CapChange_pct_T0_Current,Winding_TV_CapChange_pct_T0_Current,Bushing_HV_R_TanDelta_pct_T0_Current,Bushing_HV_Y_TanDelta_pct_T0_Current,Bushing_HV_B_TanDelta_pct_T0_Current,Bushing_HV_R_CapChange_pct_T0_Current,Bushing_HV_Y_CapChange_pct_T0_Current,Bushing_HV_B_CapChange_pct_T0_Current,Bushing_LV_R_TanDelta_pct_T0_Current,Bushing_LV_Y_TanDelta_pct_T0_Current,Bushing_LV_B_TanDelta_pct_T0_Current,Bushing_LV_R_CapChange_pct_T0_Current,Bushing_LV_Y_CapChange_pct_T0_Current,Bushing_LV_B_CapChange_pct_T0_Current,Bushing_TV_R_TanDelta_pct_T0_Current,Bushing_TV_Y_TanDelta_pct_T0_Current,Bushing_TV_B_TanDelta_pct_T0_Current,Bushing_TV_R_CapChange_pct_T0_Current,Bushing_TV_Y_CapChange_pct_T0_Current,Bushing_TV_B_CapChange_pct_T0_Current,Trend_Scenario,HI_Tminus2,HI_Tminus1,HI_Current,Current_Condition,Weighted_Trend_Older,Weighted_Trend_Recent,Weighted_Trend_Total,Trend_Acceleration,Trend_Penalty,Trend_Direction,Trend_Severity,Trend_Alert_Flag,Fastest_Deteriorating_Parameter,Dynamic_HI_PreCap,Dynamic_HI_Final,Dynamic_Condition,Binary_DHI,Dynamic_Anomaly_Flag,Dynamic_Anomaly_Type,Current_Hard_Cap_Flag,Current_Hard_Cap_Reason,DHI_Delta_vs_Current,DHI_training_target,Trend_Cap_Flag,Trend_Cap_Reason
1268,655.0995,425.9377,103.4933,87.4397,15.9929,594.2093,4583.0757,64.039,15.8529,81.9168,81.4259,68.1878,77.9135,34.5697,10.1,11156.1072,11168.1167,10963.3795,21799.2278,20284.7042,21939.4518,1.954,1.8163,2.0012,0.4935,0.5457,0.4695,-0.0186,0.025,0.1402,0.4801,0.4601,0.4303,-0.1294,-0.3221,0.4746,0.4424,0.4716,0.4762,0.1751,1.1724,0.1975,0.4297,0.4711,0.5223,-0.2501,0.8757,0.1245,716.4316,502.265,107.6552,109.622,19.1264,694.0658,4906.3034,61.8142,18.0972,74.4189,78.0029,69.1751,78.2462,35.0189,11.1,10640.5748,10387.3837,10177.0485,21281.2267,19645.9665,20607.9775,2.0,1.8913,2.0249,0.5227,0.5639,0.5175,0.2253,-0.687,1.189,0.5144,0.484,0.4599,-0.1114,0.3784,0.8525,0.4733,0.4958,0.5138,0.4999,2.203,1.28,0.4689,0.4781,0.5389,0.9986,1.9621,1.0065,872.4,600.0,116.9,129.7,22.0,852.5,6062.0,57.7,22.9,75.0,77.9,72.0,83.0,35.0,12.1,9505.6,9102.1,8906.2,19011.1,17897.0,17483.3,2.0,1.966,1.963,0.565,0.623,0.588,2.94,-3.49,2.95,0.582,0.526,0.526,2.43,2.69,2.26,0.524,0.547,0.574,2.93,3.61,2.63,0.529,0.535,0.589,2.25,3.21,2.63,Rapid_Deterioration,0.8521,0.8203,0.7425,Fair,0.04679,0.11444,0.16123,0.06764,0.05919,Deteriorating,High,1,BDV,0.7059,0.7059,Fair,1,1,Rapid_Trend_Deterioration,0,,-0.0366,70.59,0,
1269,111.2707,146.0684,75.9294,65.5898,1.4186,427.9348,2793.3304,56.1166,21.4551,89.9991,86.4559,76.8314,87.4702,37.2694,9.9,2058.7034,1776.1169,2135.9569,2457.5601,2746.7656,2898.5853,1.1937,1.5465,1.357,1.104,0.6051,0.7168,-3.315,3.6133,3.852,0.4995,0.4993,0.5746,1.2832,1.6525,1.1123,0.5204,0.5265,0.4964,1.2421,1.9184,1.9203,0.5218,0.5092,0.533,-0.7803,-2.3413,0.7239,229.1123,166.0925,77.7142,74.8574,4.8065,406.3154,2847.0431,54.8801,23.1667,88.611,83.8389,77.2921,90.2273,37.438,10.9,1400.87,1539.7311,1645.7198,1345.6937,2334.1981,2062.2003,0.9606,1.516,1.2531,1.104,0.6266,0.7281,-3.7792,4.2537,4.4742,0.5217,0.5309,0.5772,1.4826,1.8605,1.835,0.5286,0.5395,0.5067,1.8369,2.6699,2.3609,0.5356,0.5216,0.5349,-1.5273,-2.9599,1.3459,261.0,231.9,79.6,81.8,4.6,480.7,3162.3,54.0,24.4,84.1,84.1,78.0,90.7,37.2,11.9,1032.0,1050.4,1008.4,1053.2,1091.7,1066.6,1.021,1.039,1.058,2.087,0.659,0.752,-4.82,5.27,5.53,0.539,0.54,0.599,2.44,2.55,2.35,0.554,0.568,0.526,2.77,3.15,3.29,0.545,0.538,0.564,-2.13,-3.53,2.49,Gradual_Deterioration,0.0,0.0,0.0,Critical,0.04728,0.09312,0.14041,0.04584,0.04946,Deteriorating,High,0,Winding_HV_TanDelta_pct,0.0,0.0,Critical,0,1,Current_Hard_Cap,1,Any winding TanDelta>=1.0%,0.0,0.0,1,PI_LV; Winding_HV_TanDelta_pct
1270,289.2335,219.4232,81.5927,76.0785,0.0,460.6627,3825.9536,55.7034,21.5664,80.8854,85.003,74.2146,81.0957,34.9273,9.3,2159.0396,1609.1971,1727.6173,3664.3815,2866.0611,2485.9094,1.6972,1.7811,1.4389,0.6765,0.6744,0.6696,4.5585,3.876,3.6785,0.5185,0.4709,0.4903,1.5716,-0.8059,1.8964,0.5185,0.5109,0.4705,2.5063,0.8213,1.5636,0.5096,0.5181,0.4994,1.5143,-0.504,1.7862,373.5948,297.643,85.1895,79.6794,0.3822,544.6532,4175.3908,53.5226,22.9652,86.2206,82.9386,74.011,85.6827,35.4311,10.3,1254.9664,1610.0593,1373.1661,2055.574,1783.3852,1945.1695,1.638,1.1077,1.4166,0.7205,0.6766,0.6938,5.052,4.9779,4.5684,0.5248,0.4971,0.5193,2.346,-1.8604,2.7537,0.5307,0.5245,0.4866,3.1215,2.6728,2.2123,0.5265,0.5486,0.5106,2.0952,-1.3831,2.3133,486.5,323.9,87.6,83.2,2.1,586.0,4365.2,52.0,24.1,81.1,77.6,75.5,87.2,35.5,11.3,1172.5,1236.2,1162.6,1275.4,987.1,1221.0,1.088,0.798,1.05,0.739,0.695,0.709,6.03,5.27,4.73,0.541,0.5,0.533,2.83,-2.44,3.02,0.549,0.537,0.506,3.61,2.9,3.12,0.538,0.557,0.538,2.82,-2.05,2.99,Gradual_Deterioration,0.0961,0.0468,0.0,Critical,0.07256,0.06877,0.14133,-0.00379,0.0424,Deteriorating,Moderate,0,PI_LV,0.0,0.0,Critical,0,1,Current_Hard_Cap,1,Any IR 10min<1000 Mohm; Any PI<1.0,0.0,0.0,1,C2H2; PI_HV; PI_LV
1271,699.253,368.7378,89.5397,150.5684,9.0263,715.9986,5388.8963,45.3705,30.6983,101.8934,103.1877,91.1889,111.3297,40.8128,9.7,5296.7515,7934.157,5186.0631,8851.8442,16040.9832,9759.0404,1.6712,2.0218,1.8818,0.7314,0.6718,0.6549,10.1284,8.3166,8.0007,0.6861,0.6254,0.6455,4.5584,5.2432,5.2034,0.6884,0.655,0.6144,6.8734,7.1828,7.3364,0.618,0.6355,0.6147,7.7882,7.6535,7.9623,415.2611,284.305,78.4897,128.4424,7.3745,545.5405,4404.4995,50.4628,27.274,98.412,101.9301,90.3119,108.3573,40.9329,10.7,6250.7827,9029.4057,6762.0539,11268.8835,17202.946,11509.2442,1.8028,1.9052,1.702,0.6616,0.5823,0.5981,7.2296,5.0676,5.4489,0.6338,0.579,0.6016,3.3012,4.49,3.7098,0.6165,0.6043,0.5584,4.398,4.8908,4.8386,0.5447,0.5713,0.5829,5.6557,5.5009,5.4539,219.6,198.4,66.6,111.6,2.4,415.0,3486.5,55.0,23.5,93.7,96.2,85.9,104.7,40.9,11.7,7193.5,9952.5,7912.6,13517.7,19266.5,14353.9,1.879,1.936,1.814,0.616,0.508,0.517,4.19,2.48,2.0,0.576,0.534,0.536,2.0,2.43,2.0,0.561,0.551,0.5,2.23,2.77,2.69,0.503,0.51,0.539,3.21,2.91,3.19,Improving,0.0,0.724,0.8177,Good,-0.11371,-0.13784,-0.25155,-0.02412,0.0,Improving,Stable,0,PI_LV,0.7219,0.7219,Fair,1,0,No_Anomaly,0,,-0.0958,72.19,0,
1272,946.789,601.5817,109.4912,104.7189,19.1567,848.2317,5078.3544,57.5504,21.2604,85.0271,77.7624,72.3367,80.1038,36.5167,8.0,9692.7231,9360.2717,10230.4778,19169.654,18924.202,19776.4164,1.9777,2.0218,1.9331,0.5504,0.5706,0.5292,3.1651,2.8142,1.3962,0.5407,0.5869,0.5291,1.6785,1.7979,1.7985,0.509,0.5127,0.4956,3.0267,-1.756,2.9706,0.5433,0.5476,0.5044,2.13,-2.0217,-3.1703,982.6765,598.5921,107.3208,103.0514,19.2909,848.7079,5020.6779,56.3787,20.8163,79.6388,75.9567,71.8936,79.9808,36.2512,9.0,9683.3608,9336.7516,9969.7905,19128.7839,18789.5405,19316.751,1.9754,2.0124,1.9375,0.5418,0.57,0.5277,3.2365,2.2561,2.0764,0.5433,0.587,0.5432,1.9088,1.7182,2.1762,0.5052,0.5174,0.4924,2.6926,-2.1024,3.0753,0.5498,0.5441,0.4935,1.9512,-1.767,-3.1791,951.2,605.3,108.9,109.8,20.2,846.2,5185.2,56.7,21.8,77.6,77.1,72.8,81.3,36.8,10.0,9530.7,9385.7,9949.8,19061.4,18771.3,19253.4,2.0,2.0,1.935,0.542,0.57,0.537,3.34,3.16,2.38,0.547,0.596,0.542,2.0,2.0,2.2,0.513,0.517,0.5,2.91,-2.0,3.05,0.552,0.552,0.503,2.23,-2.0,-3.0,Stable,0.7802,0.7823,0.7749,Fair,-0.0031,0.01091,0.00781,0.014,0.00458,Stable,Stable,0,C2H2,0.772,0.772,Fair,1,1,DGA,0,,-0.0029,77.2,0,
1273,0.0,125.6342,65.4608,39.6166,0.0,307.8249,2024.5734,59.707,19.1919,83.1464,80.578,71.9699,78.7359,35.6729,10.0,6906.3544,6101.9318,7055.846,10868.0877,10604.9838,11354.1586,1.5736,1.738,1.6092,0.5865,0.5607,0.6149,1.9109,1.1724,2.6208,0.4541,0.5003,0.4757,0.687,1.1559,-0.9891,0.5049,0.4564,0.4527,0.5284,-1.4477,-0.5595,0.5081,0.4851,0.4794,-1.0922,0.8092,0.3048,0.0,175.1055,71.5307,53.5476,0.1046,382.7559,2310.5494,58.0014,20.2622,80.7576,80.3383,73.8568,82.3912,35.388,11.0,5867.5615,5579.9773,6457.0054,10270.316,9187.6045,10267.8576,1.7504,1.6465,1.5902,0.5964,0.5661,0.64,2.9391,2.456,3.468,0.4762,0.5321,0.4979,1.6725,2.2111,-1.7677,0.5353,0.4907,0.4827,1.3926,-2.8814,-0.9648,0.5437,0.508,0.5189,-2.1044,1.957,1.6926,100.0,184.5,72.8,58.2,2.1,399.0,2604.5,56.7,21.3,78.9,77.3,73.4,83.7,35.7,12.0,5593.2,5260.6,6315.5,9486.4,8180.7,9928.7,1.696,1.555,1.572,0.621,0.601,0.654,4.16,3.58,4.34,0.5,0.552,0.521,2.54,2.92,-2.35,0.562,0.504,0.501,2.36,-3.11,-2.0,0.564,0.524,0.538,-2.82,2.65,2.14,Gradual_Deterioration,0.9252,0.8955,0.8687,Good,0.04364,0.03948,0.08312,-0.00416,0.02494,Deteriorating,Moderate,0,BDV,0.8534,0.8534,Good,1,0,No_Anomaly,0,,-0.0153,0.0,1,H2; C2H2
1274,50.2525,113.3514,56.4736,46.7001,0.0,205.0734,2181.7658,63.696,16.8871,75.6439,72.9948,68.0041,76.8126,34.5307,8.9,10800.897,11385.3384,11247.6079,21386.5528,21854.0223,22619.1954,1.9801,1.9195,2.011,0.4572,0.4777,0.4229,0.1126,0.6328,0.1708,0.5214,0.5203,0.4705,1.0817,1.5757,1.1253,0.4919,0.5043,0.4954,-0.8293,1.2869,0.3448,0.4537,0.4949,0.4609,0.0973,-0.6798,-0.5681,158.4044,105.7183,60.3439,53.053,1.9402,282.1835,2529.6987,62.0843,18.2553,82.7717,84.2543,69.3744,80.2253,34.7329,9.9,10626.9367,10575.8028,10842.1268,20674.3634,20646.2537,21919.3825,1.9455,1.9522,2.0217,0.4767,0.5027,0.467,1.041,1.5368,0.354,0.5412,0.5461,0.5007,2.157,2.4614,1.4381,0.4988,0.5208,0.5191,-1.8912,1.5633,1.3833,0.4765,0.5133,0.4978,-1.4831,-1.6192,-1.3957,270.9,173.8,65.0,59.6,4.8,350.0,3111.4,60.0,20.0,76.7,76.4,71.5,82.1,35.0,10.9,9799.0,9947.3,10000.0,19117.4,19386.1,19966.8,1.951,1.949,1.997,0.506,0.544,0.5,2.0,2.64,2.0,0.569,0.564,0.526,2.38,2.91,2.29,0.527,0.552,0.555,-2.45,2.78,2.46,0.508,0.525,0.522,-2.0,-2.62,-2.45,Gradual_Deterioration,0.981,0.9386,0.9041,Good,0.06226,0.0508,0.11306,-0.01145,0.03392,Deteriorating,Moderate,0,C2H2,0.8831,0.8831,Good,1,0,No_Anomaly,0,,-0.021,0.0,1,H2; C2H2
1275,261.8281,109.2687,71.7812,55.3809,6.047,459.2327,2895.8129,57.5406,23.1731,77.8678,84.2179,70.9816,82.3867,36.7471,19.2,9101.2913,9409.9528,10269.7194,16230.8898,16142.8758,19591.0248,1.7834,1.7155,1.9076,0.5361,0.6091,0.5684,1.595,0.2171,1.066,0.5135,0.5633,0.5534,-2.0897,0.2094,1.2283,0.557,0.5472,0.5585,1.3005,-0.798,-1.6555,0.5557,0.5404,0.5589,1.1063,0.5738,-1.7865,462.7963,185.1424,76.7271,77.6011,7.6176,531.3412,3390.7896,54.6505,25.0786,79.4316,80.9031,74.185,84.3686,36.7704,20.2,8385.1634,8801.2955,9483.6475,15090.7139,14970.9509,17797.6367,1.7997,1.701,1.8767,0.5865,0.6669,0.5804,2.7161,2.2807,2.2942,0.5371,0.5926,0.5638,-3.3807,0.9675,2.6039,0.5947,0.5758,0.572,3.115,-2.0939,-2.144,0.5821,0.5605,0.5931,2.1763,2.1125,-2.3858,580.5,258.2,82.7,90.4,10.6,589.8,3907.1,51.1,28.0,83.2,85.4,76.1,88.3,37.3,21.2,7527.3,7712.9,8411.8,13284.0,13107.2,15829.5,1.765,1.699,1.882,0.633,0.706,0.643,3.93,4.3,3.66,0.557,0.624,0.596,-4.32,2.65,3.74,0.632,0.614,0.605,4.25,-3.06,-3.5,0.615,0.608,0.632,3.73,3.42,-3.51,Gradual_Deterioration,0.8255,0.7775,0.7169,Fair,0.07064,0.08911,0.15975,0.01847,0.05088,Deteriorating,High,1,BDV,0.686,0.686,Fair,1,1,Rapid_Trend_Deterioration,0,,-0.0309,68.60000000000001,0,
1276,52.6637,81.862,65.69,46.3963,0.0,324.9299,2632.6705,60.5705,18.2737,83.243,76.5959,69.4881,80.9546,35.0433,8.1,10161.5435,9321.8992,9865.9731,20146.4783,18146.1836,19522.0428,1.9826,1.9466,1.9787,0.5021,0.5983,0.4967,-1.9982,2.8274,1.3766,0.4803,0.489,0.4826,1.5394,1.8083,1.7506,0.5107,0.505,0.4852,-1.551,2.2368,-1.6588,0.4861,0.4876,0.4937,1.5512,1.8139,1.5895,114.2947,78.4683,68.8037,44.1362,0.0,348.2039,2529.7433,60.1112,19.2881,82.4012,81.405,69.7778,80.974,35.636,9.1,10097.2505,9200.3861,9384.3956,20257.2371,18115.5058,19047.3281,2.0062,1.969,2.0297,0.5064,0.6122,0.5179,-2.2413,3.1094,2.2169,0.505,0.4886,0.4889,2.3229,1.8468,1.7921,0.514,0.5257,0.4928,-1.577,2.047,-1.9398,0.4964,0.4987,0.4973,1.2969,1.7639,1.8289,139.6,120.0,67.2,50.0,1.1,350.0,2617.8,59.8,20.0,75.0,75.0,70.0,81.7,35.3,10.1,9773.0,8949.8,9632.5,19546.0,17666.8,19065.4,2.0,1.974,1.979,0.519,0.616,0.525,-2.45,2.99,2.51,0.5,0.503,0.5,2.18,2.0,2.0,0.532,0.524,0.5,-2.0,2.3,-2.24,0.5,0.5,0.5,2.0,2.0,2.09,Stable,0.9719,0.9622,0.958,Good,0.01425,0.00615,0.02039,-0.0081,0.00612,Stable,Stable,0,Moisture_PPM,0.9539,0.9539,Good,1,0,No_Anomaly,0,,-0.0041,95.39,0,
1277,768.4852,417.8993,106.1445,108.9046,53.2813,768.5077,4249.3496,48.9623,32.3735,93.5013,86.9443,78.9822,94.8363,40.146,29.3,5147.2311,6535.3733,5236.2096,8865.3466,9913.728,8935.109,1.7224,1.5169,1.7064,0.6948,0.7238,0.7204,2.2773,-0.053,3.6644,0.7102,0.5769,0.646,2.3614,1.5817,0.1178,0.5895,0.6047,0.705,-0.1667,-2.2151,1.3028,0.6159,0.6892,0.5702,3.0175,2.9394,3.9606,993.0148,527.2589,110.7288,126.6313,58.1432,893.4757,5175.082,46.2795,35.6542,94.0872,91.1514,82.4178,98.8988,41.2399,30.3,4527.6241,5081.7744,4282.658,6496.3342,7500.3637,7268.6089,1.4348,1.4759,1.6972,0.7547,0.7903,0.7788,3.8552,3.3102,5.2429,0.7533,0.6272,0.6918,4.6229,3.5008,1.4943,0.6396,0.6489,0.7474,-2.3473,-3.7816,2.4995,0.679,0.7432,0.6144,4.5231,4.7467,5.0993,1278.0,737.3,125.2,152.7,65.8,1061.0,6557.7,39.8,40.2,100.4,98.1,87.0,106.4,41.4,31.3,2653.0,2820.2,2912.2,3430.5,3480.4,3624.2,1.293,1.234,1.244,0.855,0.874,0.845,7.44,7.86,8.1,0.808,0.72,0.774,7.71,6.61,4.81,0.723,0.726,0.825,-5.33,-6.58,5.01,0.769,0.8,0.698,6.84,7.03,7.63,Rapid_Deterioration,0.0,0.0,0.0,Critical,0.12207,0.21285,0.33492,0.09077,0.115,Deteriorating,Severe,0,C2H2,0.0,0.0,Critical,0,1,Current_Hard_Cap,1,C2H2>=35 ppm,0.0,0.0,1,Winding_HV_CapChange_pct; Winding_LV_CapChange_pct; Bushing_HV_R_CapChange_pct; Bushing_HV_Y_CapChange_pct
1278,724.0264,474.2812,104.3844,120.0655,11.6973,774.7176,5356.1966,50.8402,29.1599,91.6121,83.839,78.3723,92.395,35.1783,14.4,0.0,0.0,68.5132,0.0,0.0,51.3849,0.8408,0.8384,0.8382,0.8498,0.872,1.1053,9.3446,10.2201,9.9605,0.6382,0.7032,0.718,-6.9567,-6.7299,6.6518,0.6667,0.6654,0.7015,5.597,-6.8809,-5.9102,0.7169,0.6858,0.6758,7.0199,5.8158,-7.1903,591.6878,373.6766,92.6589,95.9176,6.3553,701.0723,4394.6176,54.4034,24.3956,84.1814,86.2137,74.8771,84.4928,35.7718,15.4,117.3641,353.3219,874.1761,88.0231,264.9914,655.6321,0.8408,0.8384,0.8382,0.7659,0.7997,1.1053,7.2765,7.8822,6.4533,0.6094,0.6366,0.6451,-5.6267,-4.0502,4.089,0.6196,0.6056,0.6391,4.3359,-4.6936,-4.2452,0.6681,0.6227,0.6084,4.8154,4.4206,-5.2503,452.3,316.4,84.5,78.7,3.1,589.7,3689.2,57.3,20.6,77.6,75.2,72.5,82.2,35.0,16.4,977.6,1272.6,1659.3,1110.0,1392.1,1915.5,1.135,1.094,1.154,0.721,0.745,1.312,5.5,5.57,5.02,0.564,0.608,0.594,-4.21,-2.94,3.02,0.594,0.562,0.598,3.04,-3.16,-3.09,0.632,0.577,0.567,3.42,3.31,-3.15,Improving,0.0,0.0,0.0,Critical,-0.11664,-0.11679,-0.23342,-0.00015,0.0,Improving,Stable,0,Winding_TV_TanDelta_pct,0.0,0.0,Critical,0,1,Current_Hard_Cap,1,Any winding TanDelta>=1.0%,0.0,0.0,0,
1279,45.4551,241.0689,64.7842,37.6211,1.198,514.8539,3347.3612,33.3366,45.4137,78.8647,75.614,68.9547,80.4042,37.6943,8.4,3308.5742,3457.0033,5320.8861,6724.9414,3082.4129,10378.6458,2.0326,0.8916,1.9505,0.5916,0.7058,0.7593,6.2928,4.077,3.2493,0.4441,0.5774,0.6294,1.5935,4.6831,2.1062,0.5621,0.5339,0.451,2.4294,0.0649,-4.572,0.5652,0.4955,0.6612,-3.3704,2.611,3.0914,21.0183,184.7777,60.8214,30.9239,6.1833,331.867,3561.6247,23.1203,44.4196,75.1765,82.093,70.8897,79.966,35.2212,9.4,3706.102,4087.1524,4746.5764,7715.875,7298.7934,10001.0056,2.0819,1.7858,2.107,0.6105,0.5692,0.6626,7.6378,2.8832,2.7382,0.5732,0.5323,0.608,0.1051,3.5712,2.2884,0.4981,0.5539,0.4883,5.0016,-1.0123,-0.5581,0.5178,0.5665,0.6263,-6.0527,4.1669,3.217,242.8,142.5,69.2,55.1,3.4,350.0,2890.5,28.4,44.8,76.0,79.7,73.1,86.2,35.5,10.4,5306.1,4302.1,4792.0,7984.2,5917.1,7053.4,1.505,1.375,1.472,0.671,0.632,0.7,4.31,4.34,4.5,0.508,0.58,0.558,2.3,3.27,2.67,0.5,0.554,0.519,3.06,-2.86,-2.0,0.54,0.556,0.6,-3.15,3.73,3.13,Volatile,0.0,0.0,0.0,Critical,-0.02229,0.0591,0.03681,0.0814,0.02407,Stable,Moderate,0,PI_HV,0.0,0.0,Critical,0,1,Current_Hard_Cap,1,BDV<=30 kV,0.0,0.0,1,H2
1280,1259.8911,834.1967,117.9328,147.1894,22.4335,1028.2236,7334.1754,38.5688,40.107,95.3181,102.0617,89.1964,108.8912,43.4779,31.0,4360.464,3550.0178,2596.1442,5670.3424,6444.8111,6258.3741,1.3004,1.8154,2.2273,0.8397,0.8412,0.8689,4.8144,5.6734,5.6523,0.8193,0.7463,0.7598,3.9394,5.8069,3.0655,0.7886,0.7924,0.674,-5.9447,-5.8354,6.022,0.8055,0.8995,0.8525,4.2105,-5.5756,-3.8004,1460.3237,881.8637,127.7988,160.1544,26.4016,1130.5929,7890.2077,37.1458,41.4179,102.2838,99.5034,92.6031,111.1682,43.9221,32.0,3386.2207,2537.1329,1838.7943,4408.5453,3777.443,3904.821,1.3019,1.4889,2.1236,0.9001,0.9071,0.9124,6.6987,7.0764,7.5257,0.8325,0.8028,0.7918,5.2095,7.4474,4.8478,0.8147,0.8356,0.6968,-7.4215,-6.8491,7.1509,0.852,0.9304,0.8939,5.668,-6.3812,-5.5895,1679.0,952.5,136.6,177.0,29.9,1243.8,8838.1,34.6,44.5,103.1,103.4,95.2,115.8,44.4,33.0,2059.2,1225.3,1004.7,2352.1,1286.6,1200.0,1.142,1.05,1.194,0.972,0.95,0.963,8.72,8.99,9.33,0.875,0.838,0.84,6.87,8.53,7.05,0.867,0.889,0.736,-9.08,-8.2,8.87,0.894,0.967,0.945,6.96,-7.89,-7.45,Rapid_Deterioration,0.5067,0.4385,0.333,Very Poor,0.10024,0.15522,0.25545,0.05498,0.08543,Deteriorating,Severe,1,PI_TV,0.2808,0.2808,Very Poor,0,1,Rapid_Trend_Deterioration,0,,-0.0522,0.0,1,IR_LV_E_10min; IR_TV_E_10min; PI_TV
