Record_ID,H2,Methane,Ethane,Ethylene,Acetylene,CO,CO2,BDV,Moisture_PPM,WTI_HV,WTI_LV,OTI,Loading_pct,Ambient_Temp,Age_Years,IR_HV_E_1min,IR_LV_E_1min,IR_TV_E_1min,IR_HV_E_10min,IR_LV_E_10min,IR_TV_E_10min,PI_HV,PI_LV,PI_TV,Winding_HV_TanDelta_pct,Winding_LV_TanDelta_pct,Winding_TV_TanDelta_pct,Winding_HV_CapChange_pct,Winding_LV_CapChange_pct,Winding_TV_CapChange_pct,Bushing_HV_R_TanDelta_pct,Bushing_HV_Y_TanDelta_pct,Bushing_HV_B_TanDelta_pct,Bushing_HV_R_CapChange_pct,Bushing_HV_Y_CapChange_pct,Bushing_HV_B_CapChange_pct,Bushing_LV_R_TanDelta_pct,Bushing_LV_Y_TanDelta_pct,Bushing_LV_B_TanDelta_pct,Bushing_LV_R_CapChange_pct,Bushing_LV_Y_CapChange_pct,Bushing_LV_B_CapChange_pct,Bushing_TV_R_TanDelta_pct,Bushing_TV_Y_TanDelta_pct,Bushing_TV_B_TanDelta_pct,Bushing_TV_R_CapChange_pct,Bushing_TV_Y_CapChange_pct,Bushing_TV_B_CapChange_pct,Scenario_Generator,IR_Min_1min,IR_Min_10min,PI_Min,Max_Winding_TanDelta_pct,Max_Winding_CapChange_abs_pct,Max_Bushing_TanDelta_pct,Max_Bushing_CapChange_abs_pct,DGA_Subscore,Oil_Subscore,Thermal_Subscore,Age_Subscore,IR_PI_Subscore,Winding_TD_Cap_Subscore,Bushing_TD_Cap_Subscore,HI_PreCap,HI,Condition,Binary_HI,Anomaly_Flag,Anomaly_Type,Hard_Cap_Flag,Hard_Cap_Reason,Dominant_Risk_Parameter,WTI,HI_training_target,label_rule_any_gas_critical,H2_rule_score,Methane_rule_score,Ethane_rule_score,Ethylene_rule_score,Acetylene_rule_score,CO_rule_score,CO2_rule_score,BDV_score,OTI_score,WTI_score,BDV_below_40_flag,OTI_above_90_flag,WTI_above_95_flag,WTI_OTI_delta,thermal_stress_loss,oil_dielectric_loss,operating_score_min,operating_score_avg,H2_condition_from_threshold_table,H2_reason_from_threshold_table,Methane_condition_from_threshold_table,Methane_reason_from_threshold_table,Ethane_condition_from_threshold_table,Ethane_reason_from_threshold_table,Ethylene_condition_from_threshold_table,Ethylene_reason_from_threshold_table,Acetylene_condition_from_threshold_table,Acetylene_reason_from_threshold_table,CO_condition_from_threshold_table,CO_reason_from_threshold_table,CO2_condition_from_threshold_table,CO2_reason_from_threshold_table,gas_rule_avg,gas_rule_min,gas_critical_count,gas_poor_or_worse_count,label_rule_acceptable,label_rule_deteriorated,binary_hi_rule,Label_Rule_Derived,H2_healthy_max,H2_moderate_max,H2_poor_max,H2_critical_over,H2_critical_ratio,H2_critical_excess,H2_critical_flag,Methane_healthy_max,Methane_moderate_max,Methane_poor_max,Methane_critical_over,Methane_critical_ratio,Methane_critical_excess,Methane_critical_flag,Ethane_healthy_max,Ethane_moderate_max,Ethane_poor_max,Ethane_critical_over,Ethane_critical_ratio,Ethane_critical_excess,Ethane_critical_flag,Ethylene_healthy_max,Ethylene_moderate_max,Ethylene_poor_max,Ethylene_critical_over,Ethylene_critical_ratio,Ethylene_critical_excess,Ethylene_critical_flag,Acetylene_healthy_max,Acetylene_moderate_max,Acetylene_poor_max,Acetylene_critical_over,Acetylene_critical_ratio,Acetylene_critical_excess,Acetylene_critical_flag,CO_healthy_max,CO_moderate_max,CO_poor_max,CO_critical_over,CO_critical_ratio,CO_critical_excess,CO_critical_flag,CO2_healthy_max,CO2_moderate_max,CO2_poor_max,CO2_critical_over,CO2_critical_ratio,CO2_critical_excess,CO2_critical_flag,DGA_threshold_table_used_for_training,DGA_threshold_table_version,HI_Final_relation_used_for_training,HI_Final_relation
1222,189.5,181.6,71.2,70.3,1.0,500.6,3584.0,52.1,25.7,81.1,79.7,76.1,87.2,36.0,15.3,4894.8,6426.2,4474.5,7397.9,9886.3,6776.4,1.5113794230612076,1.538436400983474,1.5144485417365068,0.573,0.62,0.637,3.87,3.83,4.94,0.526,0.52,0.514,-2.22,2.0,2.46,0.538,0.5,0.55,-2.42,-2.49,-2.0,0.535,0.505,0.561,2.89,2.01,2.15,Poor_IR_PI,4474.5,6776.4,1.511,0.637,4.94,0.561,2.89,0.9064,0.8584,0.7813,0.8855,1.0,0.6305,0.8519,0.8536,0.8536,Good,1,0,No_Anomaly,0,,Moisture_PPM,81.1,85.36,0.0,0.75,0.75,0.75,0.75,1.0,0.75,0.75,92.1,97.80000000000001,97.25000000000001,0.0,0.0,0.0,5.0,2.749999999999986,7.900000000000006,92.1,95.71666666666668,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Healthy,,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.7857142857142857,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.10527777777777778,0.0,0.0,120,400,1000,1000,0.18159999999999998,0.0,0.0,65,100,150,150,0.4746666666666667,0.0,0.0,50,100,200,200,0.3515,0.0,0.0,1,9,35,35,0.02857142857142857,0.0,0.0,350,570,1400,1400,0.3575714285714286,0.0,0.0,2500,4000,10000,10000,0.3584,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1223,1064.5,616.8,114.4,138.6,27.8,973.2,6407.6,55.8,24.8,82.4,78.6,73.7,86.7,36.6,13.8,7928.7,9572.3,10000.0,14150.8,18089.8,19132.3,1.7847566435859599,1.889807047418071,1.91323,0.614,0.557,0.5,3.4,3.39,2.34,0.5,0.539,0.5,3.28,2.79,-2.83,0.531,0.544,0.588,2.38,2.33,3.31,0.539,0.512,0.509,2.44,2.61,2.65,Poor_DGA,7928.7,14150.8,1.785,0.614,3.4,0.588,3.31,0.3026,0.8734,0.7988,0.9244,1.0,0.7972,0.8323,0.728,0.728,Fair,1,1,DGA,0,,C2H2,82.4,72.8,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,95.8,100.0,93.99999999999999,0.0,0.0,0.0,8.700000000000003,6.000000000000014,4.200000000000003,93.99999999999999,96.59999999999998,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.5913888888888889,0.0,0.0,120,400,1000,1000,0.6167999999999999,0.0,0.0,65,100,150,150,0.7626666666666667,0.0,0.0,50,100,200,200,0.693,0.0,0.0,1,9,35,35,0.7942857142857143,0.0,0.0,350,570,1400,1400,0.6951428571428572,0.0,0.0,2500,4000,10000,10000,0.64076,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1224,1593.4,838.6,135.9,162.2,33.6,1251.2,8197.1,35.1,44.8,102.4,102.3,92.3,113.7,45.2,31.4,2081.8,1696.5,2496.6,2389.6,1898.4,3113.7,1.1478528196752809,1.1190097259062777,1.2471761595770248,0.969,0.927,0.981,-9.13,9.69,9.42,0.802,0.796,0.819,5.89,-8.16,7.67,0.89,0.808,0.757,5.2,-6.14,-8.39,0.877,0.756,0.739,5.56,5.99,7.27,Very Poor_Mixed,1696.5,1898.4,1.119,0.981,9.69,0.89,8.39,0.1216,0.6318,0.1952,0.3444,1.0,0.0561,0.2734,0.36,0.36,Very Poor,0,1,Winding_TD_Cap,0,,C2H2,102.4,36.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,10.100000000000009,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.8852222222222222,0.0,0.0,120,400,1000,1000,0.8386,0.0,0.0,65,100,150,150,0.906,0.0,0.0,50,100,200,200,0.8109999999999999,0.0,0.0,1,9,35,35,0.9600000000000001,0.0,0.0,350,570,1400,1400,0.8937142857142858,0.0,0.0,2500,4000,10000,10000,0.81971,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1225,1591.2,831.1,140.0,191.0,29.2,1318.1,9033.4,33.4,45.6,106.9,107.7,93.1,114.9,44.9,31.6,1207.2,1226.3,1553.3,1334.4,1303.2,1818.3,1.1053677932405568,1.0627089619179646,1.1706045194102879,0.929,0.99,0.941,9.37,-9.84,9.3,0.855,0.855,0.937,7.19,9.69,7.62,0.829,0.823,0.853,8.32,-6.59,9.81,0.776,0.842,0.99,7.08,6.59,9.48,Very Poor_Mixed,1207.2,1303.2,1.063,0.99,9.84,0.99,9.81,0.0966,0.6241,0.1317,0.3368,1.0,0.0554,0.1768,0.3286,0.3286,Very Poor,0,1,Winding_TD_Cap,0,,C2H2,107.7,32.86,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,14.600000000000009,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.884,0.0,0.0,120,400,1000,1000,0.8311000000000001,0.0,0.0,65,100,150,150,0.9333333333333333,0.0,0.0,50,100,200,200,0.955,0.0,0.0,1,9,35,35,0.8342857142857143,0.0,0.0,350,570,1400,1400,0.9414999999999999,0.0,0.0,2500,4000,10000,10000,0.9033399999999999,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1226,1580.5,899.7,138.9,180.5,26.8,1372.6,8927.4,36.0,43.9,103.7,101.2,93.9,115.5,43.9,33.2,816.5,1346.6,1875.9,1200.0,1424.1,1972.5,1.4696876913655847,1.0575523540769345,1.051495282264513,0.927,0.958,0.945,8.27,9.28,8.7,0.84,0.923,0.751,8.66,6.14,5.8,0.896,0.787,0.809,6.97,8.24,8.17,0.885,0.798,0.797,7.34,6.22,8.26,Very Poor_Mixed,816.5,1200.0,1.051,0.958,9.28,0.923,8.66,0.1065,0.6406,0.1857,0.2748,1.0,0.0999,0.2277,0.3508,0.3508,Very Poor,0,1,Winding_TD_Cap,0,,C2H2,103.7,35.08,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,9.799999999999997,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.8780555555555556,0.0,0.0,120,400,1000,1000,0.8997,0.0,0.0,65,100,150,150,0.926,0.0,0.0,50,100,200,200,0.9025,0.0,0.0,1,9,35,35,0.7657142857142857,0.0,0.0,350,570,1400,1400,0.9804285714285713,0.0,0.0,2500,4000,10000,10000,0.89274,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1227,246.3,120.0,70.8,61.0,1.2,408.3,2601.8,57.5,20.2,82.6,76.6,73.6,87.1,36.5,12.6,3972.0,4754.2,4516.8,5467.4,6971.5,6637.5,1.3764853977844913,1.466387615161331,1.4695138150903293,0.66,0.633,0.669,-3.9,-3.97,3.75,0.506,0.527,0.517,-2.0,2.04,-2.05,0.542,0.547,0.539,2.75,2.75,-2.0,0.561,0.536,0.5,2.28,2.5,2.11,Poor_IR_PI,3972.0,5467.4,1.376,0.669,3.97,0.561,2.75,0.9115,0.984,0.8173,0.953,1.0,0.6009,0.8444,0.8714,0.8714,Good,1,0,No_Anomaly,0,,Winding_TV_TanDelta_pct,82.6,87.14,0.0,0.75,1.0,0.75,0.75,0.75,0.75,0.75,97.5,100.0,93.50000000000001,0.0,0.0,0.0,9.0,6.499999999999986,2.5,93.50000000000001,97.0,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Healthy,,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.7857142857142857,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.13683333333333333,0.0,0.0,120,400,1000,1000,0.12,0.0,0.0,65,100,150,150,0.472,0.0,0.0,50,100,200,200,0.305,0.0,0.0,1,9,35,35,0.03428571428571429,0.0,0.0,350,570,1400,1400,0.29164285714285715,0.0,0.0,2500,4000,10000,10000,0.26018,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1228,100.0,166.8,67.7,50.0,1.0,350.0,2507.7,60.0,20.2,75.4,75.9,71.8,81.3,35.0,13.4,8949.1,10000.0,10000.0,17371.3,20000.0,19483.0,1.9411225709847917,2.0,1.9483,0.526,0.5,0.522,2.21,-2.44,2.17,0.53,0.516,0.525,2.0,-2.34,2.51,0.558,0.537,0.524,2.52,2.22,-2.52,0.519,0.542,0.504,2.73,2.53,2.33,Good_Mixed,8949.1,17371.3,1.941,0.526,2.44,0.558,2.73,0.9927,0.984,0.9476,0.9342,1.0,0.9163,0.8345,0.9462,0.9462,Good,1,0,No_Anomaly,0,,Bushing_LV_R_TanDelta_pct,75.9,94.62,0.0,1.0,0.75,0.75,1.0,1.0,1.0,0.75,100.0,100.0,100.0,0.0,0.0,0.0,4.1000000000000085,0.0,0.0,100.0,100.0,Healthy,,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Healthy,,Healthy,,Healthy,,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.8928571428571429,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.05555555555555555,0.0,0.0,120,400,1000,1000,0.1668,0.0,0.0,65,100,150,150,0.45133333333333336,0.0,0.0,50,100,200,200,0.25,0.0,0.0,1,9,35,35,0.02857142857142857,0.0,0.0,350,570,1400,1400,0.25,0.0,0.0,2500,4000,10000,10000,0.25077,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1229,173.3,120.0,65.0,50.0,1.6,371.2,2984.0,56.4,21.8,81.4,81.0,76.8,88.0,37.5,13.3,2728.9,2223.6,1177.6,3284.1,2601.1,1369.5,1.2034519403422623,1.169769742759489,1.1629585597826089,0.685,0.686,0.662,5.26,4.85,5.21,0.587,2.266,0.592,3.17,4.01,3.27,0.561,0.582,0.585,2.73,3.87,3.34,0.605,0.58,0.619,2.98,-2.52,-4.53,Critical_IR_PI,1177.6,1369.5,1.163,0.686,5.26,2.266,4.53,0.9302,0.9331,0.7508,0.9367,1.0,0.5045,0.6102,0.8069,0.0,Critical,0,1,Hard_Capped_Critical,1,Bushing_HV_Y_TanDelta_pct>=1.0%: critical bushing tan delta,Bushing_HV_Y_TanDelta_pct,81.4,0.0,0.0,0.75,1.0,1.0,1.0,0.75,0.75,0.75,96.4,96.4,96.49999999999999,0.0,0.0,0.0,4.6000000000000085,3.5999999999999943,3.5999999999999943,96.4,96.43333333333334,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Healthy,,Healthy,,Healthy,,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.8571428571428571,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.09627777777777778,0.0,0.0,120,400,1000,1000,0.12,0.0,0.0,65,100,150,150,0.43333333333333335,0.0,0.0,50,100,200,200,0.25,0.0,0.0,1,9,35,35,0.045714285714285714,0.0,0.0,350,570,1400,1400,0.2651428571428571,0.0,0.0,2500,4000,10000,10000,0.2984,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1230,684.0,412.4,90.0,99.8,13.5,698.6,4425.7,49.6,32.0,86.2,83.3,74.7,93.7,38.0,19.8,5735.7,7877.1,7512.5,9201.6,14159.3,12851.0,1.6042680056488312,1.7975270086707036,1.7106156405990016,0.72,0.638,0.635,5.49,5.22,4.04,0.604,0.525,0.611,-3.91,-4.21,3.42,0.575,0.617,0.593,3.98,3.42,3.6,0.649,0.652,0.54,4.38,3.13,3.91,Fair_Mixed,5735.7,9201.6,1.604,0.72,5.49,0.652,4.38,0.5491,0.7703,0.6803,0.753,1.0,0.5307,0.6357,0.6841,0.6841,Fair,1,1,Winding_TD_Cap,0,,C2H2,86.2,68.41000000000001,0.0,0.75,0.5,0.75,0.75,0.5,0.5,0.5,89.2,100.0,84.5,0.0,0.0,0.0,11.5,15.5,10.799999999999997,84.5,91.23333333333333,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.6071428571428571,0.5,0.0,4.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.38,0.0,0.0,120,400,1000,1000,0.4124,0.0,0.0,65,100,150,150,0.6,0.0,0.0,50,100,200,200,0.499,0.0,0.0,1,9,35,35,0.38571428571428573,0.0,0.0,350,570,1400,1400,0.499,0.0,0.0,2500,4000,10000,10000,0.44256999999999996,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1231,312.1,216.7,75.6,95.3,5.5,498.1,2982.4,54.4,26.1,94.4,93.2,85.2,99.3,40.2,12.4,9512.6,9422.9,8931.9,19025.2,17766.5,16652.7,2.0,1.8854598902673276,1.8644073489403152,0.561,0.573,0.551,2.34,-3.15,2.49,0.5,0.525,0.579,2.54,2.67,2.55,0.52,0.505,0.569,2.0,2.55,3.48,0.582,0.551,0.555,2.35,-2.74,-2.49,Poor_Thermal,8931.9,16652.7,1.864,0.573,3.15,0.582,3.48,0.7332,0.852,0.4457,0.9575,1.0,0.793,0.801,0.7932,0.7932,Fair,1,0,No_Anomaly,0,,C2H2,94.4,79.32000000000001,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,94.4,78.79999999999998,52.99999999999997,0.0,0.0,0.0,9.200000000000003,47.00000000000003,5.599999999999994,52.99999999999997,75.39999999999999,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.75,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.1733888888888889,0.0,0.0,120,400,1000,1000,0.21669999999999998,0.0,0.0,65,100,150,150,0.504,0.0,0.0,50,100,200,200,0.4765,0.0,0.0,1,9,35,35,0.15714285714285714,0.0,0.0,350,570,1400,1400,0.3557857142857143,0.0,0.0,2500,4000,10000,10000,0.29824,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1232,844.6,501.3,105.2,107.8,14.9,741.3,4731.3,46.2,33.6,91.0,91.8,82.6,95.8,39.4,25.2,7059.7,4813.5,6297.8,11982.8,7340.6,10067.2,1.6973525787214754,1.5250025968629897,1.598526469560799,0.737,0.748,0.758,-6.37,5.9,-6.13,0.717,0.67,0.632,-4.57,5.81,4.44,0.675,0.727,0.688,5.12,5.79,5.57,0.625,0.654,0.626,4.58,4.26,5.72,Poor_Mixed,4813.5,7340.6,1.525,0.758,6.37,0.727,5.81,0.4887,0.7509,0.515,0.5725,1.0,0.3838,0.4777,0.5921,0.5921,Poor,0,1,Winding_TD_Cap,0,,C2H2,91.8,59.209999999999994,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,82.4,84.80000000000001,66.00000000000001,0.0,0.0,0.0,9.200000000000003,33.999999999999986,17.599999999999994,66.00000000000001,77.73333333333335,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.4692222222222222,0.0,0.0,120,400,1000,1000,0.5013,0.0,0.0,65,100,150,150,0.7013333333333334,0.0,0.0,50,100,200,200,0.539,0.0,0.0,1,9,35,35,0.4257142857142857,0.0,0.0,350,570,1400,1400,0.5295,0.0,0.0,2500,4000,10000,10000,0.47313,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1233,813.8,553.4,106.1,125.6,14.7,853.6,5450.3,45.1,34.9,92.1,93.0,81.2,99.7,39.9,25.9,6182.4,5170.3,5286.6,9450.7,7665.3,7806.7,1.5286458333333335,1.4825638744366865,1.476695796920516,0.747,0.74,0.753,6.15,6.38,5.96,0.667,0.695,0.61,5.56,5.14,-4.24,0.631,0.678,0.797,-4.5,4.84,6.15,0.686,0.725,0.722,6.0,5.71,4.44,Poor_Mixed,5170.3,7665.3,1.477,0.753,6.38,0.797,6.15,0.4472,0.7356,0.4865,0.5478,1.0,0.383,0.4498,0.5707,0.5707,Poor,0,1,Winding_TD_Cap,0,,C2H2,93.0,57.07,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,80.2,87.6,60.0,0.0,0.0,0.0,11.799999999999997,40.0,19.799999999999997,60.0,75.93333333333334,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.4521111111111111,0.0,0.0,120,400,1000,1000,0.5534,0.0,0.0,65,100,150,150,0.7073333333333333,0.0,0.0,50,100,200,200,0.628,0.0,0.0,1,9,35,35,0.42,0.0,0.0,350,570,1400,1400,0.6097142857142858,0.0,0.0,2500,4000,10000,10000,0.54503,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
1234,819.7,520.1,106.1,119.4,17.9,827.8,5314.8,47.7,31.4,91.0,92.6,82.6,96.2,39.8,25.7,5876.1,6435.0,6504.9,9146.9,10805.9,10549.2,1.55662769524004,1.6792385392385392,1.6217313102430477,0.721,0.701,0.695,5.69,5.37,5.2,0.736,0.655,0.649,4.67,5.17,-4.02,0.612,0.611,0.677,-4.14,6.21,4.35,0.665,0.744,0.671,-3.6,4.77,4.46,Poor_Mixed,5876.1,9146.9,1.557,0.721,5.69,0.744,6.21,0.44,0.7778,0.5053,0.5549,1.0,0.4603,0.4965,0.5954,0.5954,Poor,0,1,DGA,0,,C2H2,92.6,59.540000000000006,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,85.4,84.80000000000001,62.00000000000003,0.0,0.0,0.0,10.0,37.99999999999997,14.599999999999994,62.00000000000003,77.40000000000002,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.4553888888888889,0.0,0.0,120,400,1000,1000,0.5201,0.0,0.0,65,100,150,150,0.7073333333333333,0.0,0.0,50,100,200,200,0.597,0.0,0.0,1,9,35,35,0.5114285714285713,0.0,0.0,350,570,1400,1400,0.5912857142857143,0.0,0.0,2500,4000,10000,10000,0.5314800000000001,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
